customer_code,first_name,last_name,email,phone,date_of_birth,gender,acquisition_date,customer_status
C02560,Ava,Robinson,ava.robinson850@email.com,+1-421-115-8895,1965-06-07,Male,2023-10-22,Active
C02561,William,Harris,william.harris195@email.com,+1-741-421-6518,1955-06-10,Female,2024-08-30,Active
C02562,Charlotte,Harris,charlotte.harris274@email.com,+1-608-654-3440,1958-06-09,Other,2024-04-29,Active
C02563,Alexander,Ramirez,alexander.ramirez522@email.com,+1-478-741-1664,1978-06-04,Male,2024-12-01,Active
C02564,Amelia,Smith,amelia.smith7@email.com,+1-883-972-9419,1983-06-03,Other,2023-10-14,Active
C02565,Elizabeth,Williams,elizabeth.williams57@email.com,+1-319-953-7343,2004-05-28,Male,2023-08-04,Active
C02566,Ethan,Perez,ethan.perez198@email.com,+1-826-442-1417,1984-06-02,Male,2024-11-12,Active
C02567,Samuel,Johnson,samuel.johnson627@email.com,+1-863-385-2312,1970-06-06,Other,2024-03-06,Active
C02568,Ava,Ramirez,ava.ramirez756@email.com,+1-529-155-8424,1953-06-10,Male,2023-11-10,Active
C02569,Samuel,Miller,samuel.miller893@email.com,+1-796-553-7736,2005-05-28,Male,2023-03-30,Active
C02570,Daniel,Davis,daniel.davis653@email.com,+1-486-376-1275,1980-06-03,Female,2023-08-12,Active
C02571,Victoria,Martinez,victoria.martinez401@email.com,+1-366-159-8356,1983-06-03,Other,2024-08-10,Active
C02572,Sofia,Perez,sofia.perez134@email.com,+1-810-240-6645,1957-06-09,Other,2024-12-12,Active
C02573,Ethan,White,ethan.white894@email.com,+1-703-842-8768,1998-05-30,Male,2023-12-04,Active
C02574,Chloe,Thompson,chloe.thompson955@email.com,+1-816-168-5317,1975-06-05,Female,2024-12-08,Active
C02575,Grace,Rodriguez,grace.rodriguez69@email.com,+1-399-303-4320,2003-05-29,Male,2023-09-24,Active
C02576,Isabella,Robinson,isabella.robinson322@email.com,+1-566-832-3805,1983-06-03,Female,2024-06-07,Active
C02577,Sophia,Anderson,sophia.anderson558@email.com,+1-281-575-1174,1965-06-07,Male,2024-06-05,Active
C02578,Sophia,Williams,sophia.williams618@email.com,+1-367-100-7223,1960-06-08,Male,2024-09-07,Active
C02579,Jackson,Davis,jackson.davis845@email.com,+1-725-785-6206,1977-06-04,Female,2024-08-18,Active
C02580,Grace,Jackson,grace.jackson354@email.com,+1-585-224-4119,2004-05-28,Female,2024-05-22,Active
C02581,Grace,Martinez,grace.martinez315@email.com,+1-470-706-1805,1988-06-01,Other,2024-07-12,Active
C02582,Noah,Jones,noah.jones885@email.com,+1-605-401-9360,1981-06-03,Male,2024-11-17,Active
C02583,Henry,Martinez,henry.martinez55@email.com,+1-442-562-4356,1955-06-10,Female,2023-02-02,Active
C02584,Sophia,Gonzalez,sophia.gonzalez482@email.com,+1-747-210-3322,1958-06-09,Other,2023-09-14,Active
C02585,Joseph,Perez,joseph.perez526@email.com,+1-374-291-2231,1968-06-06,Male,2024-12-17,Active
C02586,Ethan,Lewis,ethan.lewis504@email.com,+1-803-649-3988,1996-05-30,Other,2024-09-18,Active
C02587,Harper,Taylor,harper.taylor953@email.com,+1-629-275-9947,1955-06-10,Other,2024-01-18,Active
C02588,Joseph,Sanchez,joseph.sanchez749@email.com,+1-903-721-8175,1953-06-10,Female,2024-05-06,Active
C02589,Amelia,Ramirez,amelia.ramirez843@email.com,+1-752-348-2883,1974-06-05,Male,2023-07-23,Active
C02590,Abigail,Wilson,abigail.wilson30@email.com,+1-546-334-8366,1958-06-09,Female,2024-12-08,Active
C02591,John,Moore,john.moore737@email.com,+1-851-538-7599,1979-06-04,Male,2023-02-03,Active
C02592,Ella,Thompson,ella.thompson63@email.com,+1-612-981-9134,1975-06-05,Female,2024-05-04,Active
C02593,William,Ramirez,william.ramirez812@email.com,+1-215-473-1036,1999-05-30,Other,2023-12-12,Active
C02594,Ethan,Perez,ethan.perez861@email.com,+1-375-284-4668,1988-06-01,Female,2023-03-28,Active
C02595,Mia,Williams,mia.williams403@email.com,+1-895-994-6997,1974-06-05,Female,2024-12-16,Active
C02596,Avery,Robinson,avery.robinson108@email.com,+1-903-371-7634,1962-06-08,Male,2023-05-28,Active
C02597,Ava,Taylor,ava.taylor667@email.com,+1-988-278-2191,1988-06-01,Male,2023-05-27,Active
C02598,Chloe,Gonzalez,chloe.gonzalez993@email.com,+1-667-873-1646,1974-06-05,Other,2023-06-10,Active
C02599,Henry,Davis,henry.davis441@email.com,+1-838-723-9877,1953-06-10,Other,2024-03-11,Active
C02600,Liam,Garcia,liam.garcia130@email.com,+1-238-971-6421,1964-06-07,Other,2024-11-27,Active
C02601,Amelia,Perez,amelia.perez862@email.com,+1-755-543-5108,1967-06-07,Female,2023-07-31,Active
C02602,Isabella,Martinez,isabella.martinez904@email.com,+1-820-445-9391,2004-05-28,Other,2023-06-14,Active
C02603,Ethan,Martinez,ethan.martinez356@email.com,+1-662-741-9940,1957-06-09,Female,2023-07-31,Active
C02604,Olivia,Thompson,olivia.thompson671@email.com,+1-651-193-6848,1951-06-11,Male,2024-07-01,Active
C02605,Grace,Gonzalez,grace.gonzalez459@email.com,+1-599-589-4211,1997-05-30,Other,2023-06-28,Active
C02606,Liam,Robinson,liam.robinson631@email.com,+1-662-381-7233,2004-05-28,Other,2024-10-13,Active
C02607,David,Thomas,david.thomas626@email.com,+1-744-604-7299,1954-06-10,Male,2023-06-26,Active
C02608,Andrew,Jackson,andrew.jackson938@email.com,+1-646-617-9146,1988-06-01,Male,2024-07-27,Active
C02609,Samuel,Jackson,samuel.jackson201@email.com,+1-705-867-1625,1988-06-01,Other,2023-03-14,Active
C02610,Samuel,Smith,samuel.smith409@email.com,+1-858-290-4890,1964-06-07,Male,2023-12-20,Active
C02611,Henry,Lewis,henry.lewis31@email.com,+1-879-988-6904,1962-06-08,Female,2023-11-28,Active
C02612,Andrew,Hernandez,andrew.hernandez703@email.com,+1-667-682-1627,2001-05-29,Other,2024-11-30,Active
C02613,Mia,Rodriguez,mia.rodriguez922@email.com,+1-754-280-6613,1992-05-31,Female,2023-12-14,Active
C02614,James,Robinson,james.robinson537@email.com,+1-602-571-7456,1986-06-02,Male,2024-06-14,Active
C02615,Andrew,Martinez,andrew.martinez191@email.com,+1-853-352-3180,1961-06-08,Other,2023-02-01,Active
C02616,Chloe,Ramirez,chloe.ramirez276@email.com,+1-600-950-4640,1951-06-11,Other,2024-06-15,Active
C02617,Chloe,Robinson,chloe.robinson106@email.com,+1-548-514-3693,1965-06-07,Male,2024-04-09,Active
C02618,Abigail,Garcia,abigail.garcia546@email.com,+1-979-445-8918,1984-06-02,Female,2024-07-02,Active
C02619,Mia,Jackson,mia.jackson176@email.com,+1-613-703-4631,1987-06-02,Male,2023-01-20,Active
C02620,Samuel,Martin,samuel.martin801@email.com,+1-902-478-2674,2002-05-29,Other,2024-05-17,Active
C02621,Sebastian,Thompson,sebastian.thompson401@email.com,+1-578-474-1420,1975-06-05,Female,2023-03-11,Active
C02622,Harper,Gonzalez,harper.gonzalez973@email.com,+1-772-432-1256,1960-06-08,Female,2023-04-17,Active
C02623,Joseph,Harris,joseph.harris697@email.com,+1-494-944-5287,1996-05-30,Male,2024-05-16,Active
C02624,Alexander,Lee,alexander.lee639@email.com,+1-322-998-9393,1955-06-10,Male,2023-05-21,Active
C02625,Mason,Robinson,mason.robinson493@email.com,+1-813-595-3700,1975-06-05,Male,2024-11-13,Active
C02626,Michael,Jackson,michael.jackson242@email.com,+1-475-912-1617,1995-05-31,Female,2024-10-04,Active
C02627,Matthew,Martinez,matthew.martinez91@email.com,+1-533-400-8433,1956-06-09,Female,2024-09-12,Active
C02628,Abigail,Miller,abigail.miller110@email.com,+1-421-846-3842,1952-06-10,Other,2023-12-23,Active
C02629,Benjamin,Clark,benjamin.clark430@email.com,+1-687-845-9593,1957-06-09,Male,2024-09-23,Active
C02630,Jackson,Anderson,jackson.anderson872@email.com,+1-524-146-1263,1954-06-10,Female,2023-04-06,Active
C02631,William,Thompson,william.thompson886@email.com,+1-858-921-2787,2006-05-28,Male,2024-03-16,Active
C02632,Emily,Garcia,emily.garcia468@email.com,+1-592-730-9670,1971-06-06,Other,2024-08-29,Active
C02633,Samuel,Thomas,samuel.thomas575@email.com,+1-261-719-3156,1991-06-01,Male,2023-08-30,Active
C02634,Daniel,Jones,daniel.jones241@email.com,+1-726-639-6706,1952-06-10,Male,2023-11-16,Active
C02635,Isabella,Robinson,isabella.robinson339@email.com,+1-770-928-8014,1988-06-01,Male,2023-11-01,Active
C02636,John,Taylor,john.taylor426@email.com,+1-972-560-9829,1989-06-01,Female,2023-10-06,Active
C02637,Mia,Jones,mia.jones505@email.com,+1-923-445-9359,1951-06-11,Other,2024-01-21,Active
C02638,Henry,Moore,henry.moore648@email.com,+1-547-850-7913,1958-06-09,Female,2023-12-25,Active
C02639,Andrew,Martinez,andrew.martinez183@email.com,+1-714-231-5989,2003-05-29,Male,2023-04-12,Active
C02640,Jackson,Hernandez,jackson.hernandez27@email.com,+1-339-971-1102,1999-05-30,Male,2024-11-21,Active
C02641,Alexander,Lopez,alexander.lopez655@email.com,+1-435-700-4802,2000-05-29,Male,2024-10-18,Active
C02642,Mason,Sanchez,mason.sanchez334@email.com,+1-524-170-4413,1987-06-02,Female,2024-12-26,Active
C02643,Ella,Johnson,ella.johnson535@email.com,+1-408-748-7974,1997-05-30,Other,2023-06-12,Active
C02644,Sophia,Martinez,sophia.martinez311@email.com,+1-491-971-9516,1984-06-02,Other,2023-07-13,Active
C02645,Elizabeth,Jackson,elizabeth.jackson635@email.com,+1-933-602-3360,1994-05-31,Other,2023-08-08,Active
C02646,Jackson,Anderson,jackson.anderson921@email.com,+1-852-907-8226,1982-06-03,Other,2024-03-07,Active
C02647,William,White,william.white7@email.com,+1-332-475-9442,1985-06-02,Male,2023-01-11,Active
C02648,Evelyn,Miller,evelyn.miller973@email.com,+1-271-638-4578,1974-06-05,Other,2024-07-07,Active
C02649,Sophia,White,sophia.white137@email.com,+1-394-956-2030,1970-06-06,Male,2024-08-24,Active
C02650,William,Lewis,william.lewis862@email.com,+1-860-107-5994,2005-05-28,Male,2023-04-02,Active
C02651,Elizabeth,White,elizabeth.white9@email.com,+1-292-632-5009,1977-06-04,Female,2023-11-02,Active
C02652,Mia,Miller,mia.miller735@email.com,+1-766-574-6652,1998-05-30,Other,2024-12-07,Active
C02653,Ella,Gonzalez,ella.gonzalez532@email.com,+1-923-189-8471,1951-06-11,Male,2024-07-03,Active
C02654,Emily,Thomas,emily.thomas476@email.com,+1-528-366-6950,1991-06-01,Other,2023-06-05,Active
C02655,Ella,Jones,ella.jones389@email.com,+1-358-983-1535,1969-06-06,Male,2024-02-02,Active
C02656,Ethan,Taylor,ethan.taylor837@email.com,+1-994-975-8431,1973-06-05,Other,2023-12-06,Active
C02657,Lucas,White,lucas.white105@email.com,+1-601-154-3976,1967-06-07,Male,2023-10-08,Active
C02658,Ella,Garcia,ella.garcia65@email.com,+1-668-803-4523,1958-06-09,Female,2024-06-11,Active
C02659,Benjamin,Robinson,benjamin.robinson579@email.com,+1-871-696-4049,1997-05-30,Female,2024-12-02,Active
C02660,James,Jones,james.jones591@email.com,+1-780-729-4507,2002-05-29,Male,2023-11-06,Active
C02661,Jackson,Sanchez,jackson.sanchez335@email.com,+1-873-974-2234,1993-05-31,Female,2023-03-17,Active
C02662,Sebastian,Moore,sebastian.moore148@email.com,+1-442-270-6326,1964-06-07,Female,2023-03-04,Active
C02663,Lucas,Sanchez,lucas.sanchez592@email.com,+1-753-308-6246,1991-06-01,Female,2023-06-11,Active
C02664,Sofia,Brown,sofia.brown501@email.com,+1-942-760-8586,1998-05-30,Male,2023-08-15,Active
C02665,Matthew,Martinez,matthew.martinez254@email.com,+1-220-684-6449,1972-06-05,Female,2024-04-08,Active
C02666,Joseph,Martin,joseph.martin733@email.com,+1-942-219-3956,1956-06-09,Other,2023-10-01,Active
C02667,John,Anderson,john.anderson3@email.com,+1-391-684-3856,1998-05-30,Male,2023-10-08,Active
C02668,Noah,Hernandez,noah.hernandez253@email.com,+1-882-710-8676,1962-06-08,Female,2023-07-11,Active
C02669,Mason,Miller,mason.miller503@email.com,+1-924-937-6355,1973-06-05,Other,2024-08-12,Active
C02670,Samuel,Davis,samuel.davis134@email.com,+1-352-128-2614,1983-06-03,Female,2024-08-16,Active
C02671,Noah,Moore,noah.moore193@email.com,+1-377-138-1728,1977-06-04,Other,2024-04-04,Active
C02672,Victoria,Sanchez,victoria.sanchez963@email.com,+1-902-576-9497,1953-06-10,Other,2023-08-04,Active
C02673,Chloe,Anderson,chloe.anderson358@email.com,+1-900-315-7098,1986-06-02,Other,2023-02-17,Active
C02674,James,Davis,james.davis653@email.com,+1-747-503-1997,2007-05-28,Male,2024-11-20,Active
C02675,Henry,Martinez,henry.martinez242@email.com,+1-597-760-2343,1988-06-01,Other,2023-05-25,Active
C02676,Mason,Anderson,mason.anderson69@email.com,+1-555-955-3670,1972-06-05,Other,2024-05-30,Active
C02677,Ethan,Smith,ethan.smith798@email.com,+1-352-758-3743,1986-06-02,Other,2023-05-11,Active
C02678,Liam,Williams,liam.williams311@email.com,+1-403-589-5541,1976-06-04,Other,2023-03-03,Active
C02679,Charlotte,Johnson,charlotte.johnson627@email.com,+1-401-105-7808,1995-05-31,Male,2023-09-07,Active
C02680,John,Thomas,john.thomas96@email.com,+1-823-217-3378,1968-06-06,Male,2023-11-20,Active
C02681,William,White,william.white156@email.com,+1-318-312-3578,1964-06-07,Other,2024-09-02,Active
C02682,David,Wilson,david.wilson478@email.com,+1-970-776-3287,1970-06-06,Male,2024-11-07,Active
C02683,Ethan,Brown,ethan.brown116@email.com,+1-591-512-2712,2006-05-28,Male,2024-08-21,Active
C02684,Mason,Martin,mason.martin739@email.com,+1-232-557-3228,1961-06-08,Other,2024-01-15,Active
C02685,Samuel,Harris,samuel.harris449@email.com,+1-454-302-4507,1972-06-05,Female,2024-11-24,Active
C02686,Charlotte,Wilson,charlotte.wilson390@email.com,+1-545-313-9784,1997-05-30,Other,2024-12-18,Active
C02687,David,Lee,david.lee898@email.com,+1-881-930-5939,1999-05-30,Male,2023-07-17,Active
C02688,Evelyn,Garcia,evelyn.garcia103@email.com,+1-292-391-1372,1983-06-03,Other,2023-06-09,Active
C02689,Samuel,Jones,samuel.jones945@email.com,+1-545-980-1143,1988-06-01,Other,2023-05-21,Active
C02690,Isabella,Jones,isabella.jones611@email.com,+1-493-484-3110,1996-05-30,Other,2024-12-14,Active
C02691,Daniel,Lopez,daniel.lopez739@email.com,+1-589-959-2081,1957-06-09,Male,2023-03-02,Active
C02692,Benjamin,Thompson,benjamin.thompson683@email.com,+1-782-710-6656,1971-06-06,Other,2024-08-22,Active
C02693,Joseph,Clark,joseph.clark18@email.com,+1-994-199-4749,1999-05-30,Male,2023-09-24,Active
C02694,Henry,Miller,henry.miller435@email.com,+1-567-662-6351,1984-06-02,Female,2023-06-28,Active
C02695,Alexander,Harris,alexander.harris947@email.com,+1-333-317-1443,1952-06-10,Male,2024-04-10,Active
C02696,William,Smith,william.smith145@email.com,+1-693-155-7921,1969-06-06,Female,2024-08-27,Active
C02697,Mia,Thomas,mia.thomas237@email.com,+1-770-606-5553,1970-06-06,Male,2024-10-31,Active
C02698,Andrew,Johnson,andrew.johnson454@email.com,+1-936-838-2398,1953-06-10,Female,2023-10-17,Active
C02699,John,Smith,john.smith423@email.com,+1-433-233-3072,1967-06-07,Other,2024-03-18,Active
C02700,Sophia,Hernandez,sophia.hernandez328@email.com,+1-467-984-3598,1967-06-07,Other,2023-01-31,Active
C02701,Emma,Davis,emma.davis719@email.com,+1-927-987-5676,2005-05-28,Male,2024-11-28,Active
C02702,Mason,Smith,mason.smith631@email.com,+1-571-515-9132,1980-06-03,Other,2023-06-03,Active
C02703,Daniel,Wilson,daniel.wilson915@email.com,+1-515-737-2063,1971-06-06,Female,2023-12-18,Active
C02704,Emily,Lopez,emily.lopez292@email.com,+1-635-963-3825,1978-06-04,Female,2024-04-23,Active
C02705,Sophia,Jones,sophia.jones857@email.com,+1-457-572-8113,2006-05-28,Male,2024-12-29,Active
C02706,Sebastian,Johnson,sebastian.johnson788@email.com,+1-321-916-9424,1995-05-31,Male,2024-08-28,Active
C02707,Liam,Sanchez,liam.sanchez934@email.com,+1-954-911-7759,2002-05-29,Male,2023-06-13,Active
C02708,Avery,Gonzalez,avery.gonzalez283@email.com,+1-981-192-9011,1975-06-05,Female,2024-07-19,Active
C02709,Olivia,Moore,olivia.moore14@email.com,+1-729-199-7000,1999-05-30,Male,2023-09-30,Active
C02710,John,Smith,john.smith890@email.com,+1-937-210-6615,1979-06-04,Male,2023-01-10,Active
C02711,Ethan,Miller,ethan.miller521@email.com,+1-243-518-8421,2005-05-28,Male,2024-09-18,Active
C02712,David,Thompson,david.thompson235@email.com,+1-540-181-1783,1975-06-05,Female,2024-03-12,Active
C02713,Henry,Thomas,henry.thomas308@email.com,+1-404-920-7563,1963-06-08,Male,2024-07-05,Active
C02714,Charlotte,Smith,charlotte.smith18@email.com,+1-778-545-3977,1953-06-10,Other,2024-01-09,Active
C02715,Samuel,Perez,samuel.perez364@email.com,+1-657-536-8036,1977-06-04,Female,2023-05-01,Active
C02716,Liam,Miller,liam.miller124@email.com,+1-774-105-6468,1957-06-09,Other,2024-06-11,Active
C02717,Charlotte,Martin,charlotte.martin413@email.com,+1-360-942-8200,1952-06-10,Female,2024-04-15,Active
C02718,Matthew,Wilson,matthew.wilson843@email.com,+1-352-180-6787,1975-06-05,Male,2023-05-12,Active
C02719,Lucas,Clark,lucas.clark142@email.com,+1-916-974-8782,2005-05-28,Male,2024-12-12,Active
C02720,Henry,Gonzalez,henry.gonzalez425@email.com,+1-635-202-6088,1971-06-06,Other,2024-01-28,Active
C02721,Liam,Harris,liam.harris70@email.com,+1-319-151-8322,1966-06-07,Female,2023-05-09,Active
C02722,David,Brown,david.brown936@email.com,+1-458-138-1321,1971-06-06,Female,2023-03-02,Active
C02723,Lucas,Moore,lucas.moore787@email.com,+1-765-169-5416,1988-06-01,Male,2023-05-24,Active
C02724,Lucas,Perez,lucas.perez725@email.com,+1-267-424-3820,1969-06-06,Female,2024-11-18,Active
C02725,Victoria,Taylor,victoria.taylor39@email.com,+1-803-404-9141,1975-06-05,Other,2023-11-23,Active
C02726,Joseph,Lee,joseph.lee230@email.com,+1-863-166-4254,1980-06-03,Other,2023-09-14,Active
C02727,Mason,Clark,mason.clark425@email.com,+1-591-717-5794,1984-06-02,Female,2024-09-18,Active
C02728,Sophia,Jones,sophia.jones222@email.com,+1-696-393-1804,1972-06-05,Female,2023-08-23,Active
C02729,Henry,Davis,henry.davis239@email.com,+1-378-880-6280,1995-05-31,Male,2023-10-11,Active
C02730,Scarlett,Perez,scarlett.perez606@email.com,+1-809-396-2866,1957-06-09,Female,2023-04-16,Active
C02731,Emma,Williams,emma.williams729@email.com,+1-470-269-8058,2007-05-28,Male,2023-02-24,Active
C02732,Benjamin,Anderson,benjamin.anderson53@email.com,+1-727-571-9856,2003-05-29,Male,2024-07-09,Active
C02733,Sofia,Johnson,sofia.johnson862@email.com,+1-362-776-1449,1968-06-06,Other,2023-03-27,Active
C02734,Harper,Brown,harper.brown871@email.com,+1-758-918-2371,1965-06-07,Female,2024-05-05,Active
C02735,Andrew,Jackson,andrew.jackson526@email.com,+1-809-616-8349,2003-05-29,Male,2024-08-03,Active
C02736,Avery,Smith,avery.smith749@email.com,+1-750-615-5747,2007-05-28,Other,2023-02-23,Active
C02737,Ava,Moore,ava.moore951@email.com,+1-608-366-5982,1998-05-30,Male,2023-07-03,Active
C02738,Mason,Anderson,mason.anderson970@email.com,+1-564-634-9407,1980-06-03,Other,2024-05-07,Active
C02739,Scarlett,Lopez,scarlett.lopez449@email.com,+1-211-652-3827,1992-05-31,Male,2024-10-29,Active
C02740,Grace,Johnson,grace.johnson429@email.com,+1-685-427-8754,1955-06-10,Male,2023-02-18,Active
C02741,James,Clark,james.clark194@email.com,+1-589-676-2394,1983-06-03,Other,2024-02-29,Active
C02742,Ethan,Harris,ethan.harris664@email.com,+1-884-186-3585,1965-06-07,Female,2023-07-27,Active
C02743,John,Rodriguez,john.rodriguez811@email.com,+1-369-714-7938,1999-05-30,Other,2023-06-07,Active
C02744,David,White,david.white771@email.com,+1-601-692-8817,2005-05-28,Other,2023-02-20,Active
C02745,Henry,Johnson,henry.johnson603@email.com,+1-563-334-2931,1958-06-09,Male,2024-04-11,Active
C02746,John,Wilson,john.wilson116@email.com,+1-563-537-1721,1967-06-07,Other,2023-08-13,Active
C02747,Lucas,Garcia,lucas.garcia500@email.com,+1-490-790-4672,1984-06-02,Other,2024-01-25,Active
C02748,Emily,Brown,emily.brown798@email.com,+1-671-694-7523,1968-06-06,Female,2024-06-28,Active
C02749,Olivia,Lewis,olivia.lewis620@email.com,+1-631-818-5637,1984-06-02,Female,2023-04-17,Active
C02750,Grace,Davis,grace.davis738@email.com,+1-471-726-8033,1980-06-03,Female,2024-12-05,Active
C02751,Scarlett,Martinez,scarlett.martinez156@email.com,+1-266-554-1190,1987-06-02,Other,2024-07-28,Active
C02752,Sophia,Gonzalez,sophia.gonzalez146@email.com,+1-363-464-4983,1991-06-01,Female,2023-03-27,Active
C02753,Grace,Moore,grace.moore129@email.com,+1-200-614-4637,1983-06-03,Other,2024-04-03,Active
C02754,Grace,Thompson,grace.thompson514@email.com,+1-433-728-1673,1992-05-31,Male,2023-10-12,Active
C02755,Matthew,Thomas,matthew.thomas155@email.com,+1-970-639-8293,2004-05-28,Other,2023-04-25,Active
C02756,Jackson,Smith,jackson.smith639@email.com,+1-264-191-5913,1955-06-10,Male,2024-10-17,Active
C02757,Mason,Jackson,mason.jackson918@email.com,+1-974-842-5067,1960-06-08,Other,2023-12-31,Active
C02758,Victoria,Lee,victoria.lee835@email.com,+1-367-940-4351,1994-05-31,Male,2023-11-10,Active
C02759,Benjamin,Thomas,benjamin.thomas737@email.com,+1-617-100-6598,2006-05-28,Male,2024-06-23,Active
C02760,Harper,Hernandez,harper.hernandez570@email.com,+1-723-196-7563,2007-05-28,Other,2024-01-26,Active
C02761,Mia,Lopez,mia.lopez929@email.com,+1-485-868-5949,1992-05-31,Male,2023-08-12,Active
C02762,Mason,Martin,mason.martin100@email.com,+1-639-425-1517,1990-06-01,Other,2024-06-17,Active
C02763,Henry,Smith,henry.smith807@email.com,+1-780-526-7587,1960-06-08,Female,2024-10-28,Active
C02764,Ella,Lewis,ella.lewis934@email.com,+1-965-166-9450,1992-05-31,Other,2024-08-24,Active
C02765,Victoria,Moore,victoria.moore587@email.com,+1-971-659-1685,1962-06-08,Other,2023-06-21,Active
C02766,Emma,Ramirez,emma.ramirez411@email.com,+1-672-953-3383,2003-05-29,Female,2024-09-23,Active
C02767,Avery,Rodriguez,avery.rodriguez424@email.com,+1-729-968-2713,1969-06-06,Female,2024-05-14,Active
C02768,James,Robinson,james.robinson404@email.com,+1-841-485-5342,1969-06-06,Female,2023-06-21,Active
C02769,Grace,Martin,grace.martin825@email.com,+1-454-815-7485,1973-06-05,Other,2023-01-18,Active
C02770,Avery,Martinez,avery.martinez953@email.com,+1-718-490-6117,1988-06-01,Male,2023-01-26,Active
C02771,Michael,Jackson,michael.jackson268@email.com,+1-521-922-1807,1969-06-06,Male,2024-09-09,Active
C02772,Isabella,White,isabella.white614@email.com,+1-895-284-1959,1985-06-02,Female,2023-01-28,Active
C02773,Lucas,Thompson,lucas.thompson952@email.com,+1-590-811-1728,2004-05-28,Male,2024-01-07,Active
C02774,Ella,Williams,ella.williams433@email.com,+1-899-845-2013,1974-06-05,Other,2024-05-13,Active
C02775,Sebastian,Sanchez,sebastian.sanchez405@email.com,+1-412-531-6150,1963-06-08,Female,2024-04-21,Active
C02776,Isabella,Brown,isabella.brown528@email.com,+1-793-366-6368,2005-05-28,Other,2023-12-16,Active
C02777,Elizabeth,Thomas,elizabeth.thomas8@email.com,+1-250-125-5933,1975-06-05,Female,2024-08-14,Active
C02778,John,Rodriguez,john.rodriguez184@email.com,+1-248-400-7165,1953-06-10,Other,2023-12-13,Active
C02779,Henry,Sanchez,henry.sanchez925@email.com,+1-958-982-8125,1982-06-03,Female,2023-10-17,Active
C02780,Noah,Hernandez,noah.hernandez809@email.com,+1-646-368-3651,1988-06-01,Female,2024-12-17,Active
C02781,Jackson,Ramirez,jackson.ramirez373@email.com,+1-701-874-8259,1951-06-11,Other,2024-01-18,Active
C02782,Liam,Jackson,liam.jackson462@email.com,+1-515-886-6225,1958-06-09,Male,2024-05-19,Active
C02783,Scarlett,Sanchez,scarlett.sanchez624@email.com,+1-229-535-3143,1992-05-31,Female,2024-04-27,Active
C02784,Matthew,Lewis,matthew.lewis391@email.com,+1-333-974-4019,1964-06-07,Female,2023-10-30,Active
C02785,Evelyn,Johnson,evelyn.johnson112@email.com,+1-606-747-6472,1986-06-02,Other,2023-04-23,Active
C02786,Amelia,Robinson,amelia.robinson55@email.com,+1-209-811-7971,2001-05-29,Male,2024-07-20,Active
C02787,James,Jones,james.jones302@email.com,+1-385-880-8404,1964-06-07,Female,2023-10-20,Active
C02788,Ella,Martinez,ella.martinez411@email.com,+1-337-882-6177,1984-06-02,Male,2023-04-14,Active
C02789,Liam,Brown,liam.brown81@email.com,+1-381-387-2637,1954-06-10,Female,2024-09-28,Active
C02790,Scarlett,Clark,scarlett.clark980@email.com,+1-457-646-9471,2005-05-28,Female,2023-03-18,Active
C02791,Emma,Harris,emma.harris927@email.com,+1-749-115-2775,1975-06-05,Other,2023-09-03,Active
C02792,Matthew,Thomas,matthew.thomas729@email.com,+1-706-672-3094,1997-05-30,Male,2024-06-14,Active
C02793,Chloe,Martin,chloe.martin904@email.com,+1-566-554-1223,2000-05-29,Female,2024-03-27,Active
C02794,Sofia,Sanchez,sofia.sanchez270@email.com,+1-368-753-7963,1962-06-08,Male,2024-10-15,Active
C02795,Mason,Robinson,mason.robinson169@email.com,+1-254-308-9663,1961-06-08,Male,2024-04-18,Active
C02796,Ella,Hernandez,ella.hernandez234@email.com,+1-640-454-7322,1979-06-04,Male,2023-07-05,Active
C02797,Sebastian,Lopez,sebastian.lopez998@email.com,+1-850-272-7037,1997-05-30,Other,2024-04-04,Active
C02798,Alexander,Jones,alexander.jones127@email.com,+1-887-670-4810,1952-06-10,Female,2023-08-04,Active
C02799,Harper,Lopez,harper.lopez817@email.com,+1-970-374-1772,1981-06-03,Other,2024-11-29,Active
C02800,Harper,Martinez,harper.martinez669@email.com,+1-576-392-8654,1999-05-30,Other,2024-01-20,Active
C02801,Charlotte,Ramirez,charlotte.ramirez902@email.com,+1-278-214-3292,1963-06-08,Male,2024-06-16,Active
C02802,Avery,Martinez,avery.martinez789@email.com,+1-750-729-9048,1962-06-08,Other,2023-02-02,Active
C02803,Ethan,Anderson,ethan.anderson449@email.com,+1-992-507-4379,1990-06-01,Other,2024-04-27,Active
C02804,Mia,Thomas,mia.thomas174@email.com,+1-231-296-9829,1998-05-30,Other,2023-12-09,Active
C02805,Ava,Lewis,ava.lewis487@email.com,+1-562-831-1206,2005-05-28,Other,2023-03-02,Active
C02806,Ava,Martin,ava.martin803@email.com,+1-596-352-1683,1963-06-08,Female,2024-04-14,Active
C02807,Charlotte,Johnson,charlotte.johnson396@email.com,+1-823-911-4760,1974-06-05,Other,2024-02-03,Active
C02808,Scarlett,Clark,scarlett.clark149@email.com,+1-473-739-4759,1952-06-10,Male,2024-01-28,Active
C02809,Alexander,Smith,alexander.smith37@email.com,+1-916-906-2701,1963-06-08,Male,2023-07-23,Active
C02810,Matthew,Anderson,matthew.anderson486@email.com,+1-717-393-9424,1986-06-02,Female,2024-10-24,Active
